person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
45,75080,RENT,12.0,EDUCATION,B,21800,10.74,1,0.29,N,11
35,81080,RENT,0.0,EDUCATION,B,19225,9.55,1,0.24,N,15
21,39700,RENT,0.0,EDUCATION,B,16000,11.78,1,0.4,N,4
22,23270,RENT,6.0,EDUCATION,B,5925,,1,0.25,N,4
22,35050,RENT,3.0,EDUCATION,B,13800,10.33,1,0.39,N,4
21,75430,RENT,5.0,EDUCATION,B,23675,12.69,1,0.31,N,4
24,17950,RENT,0.0,EDUCATION,B,5950,10.87,1,0.33,N,3
23,67070,RENT,1.0,EDUCATION,B,22550,10.65,1,0.34,N,4
27,42970,RENT,5.0,EDUCATION,B,13625,10.68,1,0.32,N,7
20,50910,RENT,4.0,EDUCATION,B,18500,10.99,1,0.36,N,3
20,51680,RENT,2.0,EDUCATION,B,5325,11.06,1,0.1,N,2
22,18210,RENT,1.0,EDUCATION,B,7325,10.69,1,0.4,N,3
21,43110,RENT,3.0,EDUCATION,B,6850,11.65,1,0.16,N,2
23,24080,RENT,7.0,EDUCATION,B,7375,11.74,1,0.31,N,5
37,42870,RENT,5.0,EDUCATION,B,21275,12.69,1,0.5,N,6
24,49550,RENT,5.0,EDUCATION,B,13975,11.5,1,0.28,N,3
28,22340,RENT,0.0,EDUCATION,B,7700,10.9,1,0.34,N,7
46,61880,RENT,4.0,EDUCATION,B,26625,9.99,1,0.43,N,14
22,38410,RENT,2.0,EDUCATION,B,2475,12.56,1,0.06,N,2
22,30350,RENT,6.0,EDUCATION,B,12500,,1,0.41,N,2
27,45940,RENT,5.0,EDUCATION,B,13775,10.69,1,0.3,N,5
26,56100,RENT,8.0,EDUCATION,B,20200,12.32,1,0.36,N,4
41,71050,RENT,12.0,EDUCATION,B,22325,10.69,1,0.31,N,11
36,32380,RENT,3.0,EDUCATION,B,11250,11.18,1,0.35,N,12
23,28030,RENT,6.0,EDUCATION,B,10450,10.69,1,0.37,N,4
22,16730,RENT,2.0,EDUCATION,B,9775,11.65,1,0.58,N,2
24,35220,RENT,3.0,EDUCATION,B,13225,10.21,1,0.38,N,4
21,61360,RENT,3.0,EDUCATION,B,4325,11.08,1,0.07,N,4
43,47050,RENT,3.0,EDUCATION,B,4800,10.3,1,0.1,N,14
30,73250,RENT,2.0,EDUCATION,B,21875,12.18,1,0.3,N,6
23,38670,RENT,2.0,EDUCATION,B,17800,9.94,1,0.46,N,2
23,40800,RENT,1.0,EDUCATION,B,12375,10.83,1,0.3,N,4
27,29340,RENT,6.0,EDUCATION,B,4300,12.57,1,0.15,N,7
22,32350,RENT,6.0,EDUCATION,B,11850,10.41,1,0.37,N,2
23,38280,RENT,7.0,EDUCATION,B,2125,10.7,1,0.06,N,4
22,33420,RENT,6.0,EDUCATION,B,17450,10.32,1,0.52,N,2
22,67550,RENT,6.0,EDUCATION,B,21850,9.94,1,0.32,N,2
38,29790,RENT,0.0,EDUCATION,B,6225,10.08,1,0.21,N,16
23,37060,RENT,3.0,EDUCATION,B,4025,11.76,1,0.11,N,4
26,24540,RENT,3.0,EDUCATION,B,8625,10.07,1,0.35,N,3
23,37310,RENT,5.0,EDUCATION,B,8650,9.81,1,0.23,N,2
22,32480,RENT,6.0,EDUCATION,B,11875,10.96,1,0.37,N,2
32,29610,RENT,1.0,EDUCATION,B,11300,9.94,1,0.38,N,6
22,33760,RENT,6.0,EDUCATION,B,11825,10.31,1,0.35,N,2
21,20210,RENT,2.0,EDUCATION,B,10075,11.7,1,0.5,N,2
25,57710,RENT,2.0,EDUCATION,B,18275,11.09,1,0.32,N,4
23,58710,RENT,6.0,EDUCATION,B,22250,9.65,1,0.38,N,5
22,28490,RENT,2.0,EDUCATION,B,10200,9.83,1,0.36,N,3
21,14230,RENT,3.0,EDUCATION,B,4175,10.18,1,0.29,N,2
25,59320,RENT,2.0,EDUCATION,B,18400,10.97,1,0.31,N,2
27,36660,RENT,4.0,EDUCATION,B,12025,10.37,1,0.33,N,8
35,28880,RENT,0.0,EDUCATION,B,6800,12.21,1,0.24,N,10
30,55860,RENT,6.0,EDUCATION,B,16400,11.09,1,0.29,N,9
27,21670,RENT,0.0,EDUCATION,B,8300,11.05,1,0.38,N,7
26,27630,RENT,2.0,EDUCATION,B,2125,,1,0.08,N,2
24,31670,RENT,,EDUCATION,B,4875,12.68,1,0.15,N,2
21,41140,RENT,3.0,EDUCATION,B,500,12.06,1,0.01,N,4
23,54290,RENT,4.0,EDUCATION,B,25025,11.37,1,0.46,N,3
29,48650,RENT,2.0,EDUCATION,B,20375,12.52,1,0.42,N,10
21,25220,RENT,5.0,EDUCATION,B,7725,11.91,1,0.31,N,4
22,37840,RENT,2.0,EDUCATION,B,16500,9.96,1,0.44,N,2
26,24030,RENT,4.0,EDUCATION,B,8925,9.88,1,0.37,N,3
30,71700,RENT,3.0,EDUCATION,B,11000,12.51,1,0.15,N,6
24,40470,RENT,3.0,EDUCATION,B,14125,10.72,1,0.35,N,4
27,55880,RENT,11.0,EDUCATION,B,23075,,1,0.41,N,10
31,33730,RENT,0.0,EDUCATION,B,8200,10.02,1,0.24,N,5
21,39370,RENT,5.0,EDUCATION,B,13925,10.94,1,0.35,N,4
30,71040,RENT,2.0,EDUCATION,B,22725,,1,0.32,N,6
22,29720,RENT,4.0,EDUCATION,B,11475,10.63,1,0.39,N,3
24,19140,RENT,0.0,EDUCATION,B,2200,10.98,1,0.11,N,4
70,80820,RENT,,EDUCATION,B,33875,10.91,1,0.42,N,29
23,26650,RENT,6.0,EDUCATION,B,16425,11.02,1,0.62,N,2
25,46600,RENT,4.0,EDUCATION,B,16175,9.86,1,0.35,N,4
22,83160,RENT,6.0,EDUCATION,B,24475,10.99,1,0.29,N,3
21,31420,RENT,5.0,EDUCATION,B,14625,9.8,1,0.47,N,4
22,50070,RENT,5.0,EDUCATION,B,18525,10.98,1,0.37,N,2
31,14420,RENT,2.0,EDUCATION,B,2900,9.44,1,0.2,N,6
36,118250,RENT,16.0,EDUCATION,B,8000,10.42,1,0.07,N,15
21,24460,RENT,4.0,EDUCATION,B,10225,11.89,1,0.42,N,4
27,44960,RENT,5.0,EDUCATION,B,13400,10.65,1,0.3,N,7
23,41090,RENT,4.0,EDUCATION,B,13325,11.52,1,0.32,N,3
34,73780,RENT,7.0,EDUCATION,B,2775,11.89,1,0.04,N,5
27,45430,RENT,4.0,EDUCATION,B,14350,10.72,1,0.32,N,7
23,37750,RENT,5.0,EDUCATION,B,13400,11.79,1,0.35,N,3
33,39310,RENT,13.0,EDUCATION,B,14975,9.85,1,0.38,N,9
40,45760,RENT,15.0,EDUCATION,B,23950,10.72,1,0.52,N,11
25,63750,RENT,2.0,EDUCATION,B,18250,10.86,1,0.29,N,2
43,34340,RENT,4.0,EDUCATION,B,1225,11.07,1,0.04,N,11
45,26540,RENT,8.0,EDUCATION,B,9750,10.63,1,0.37,N,13
33,32440,RENT,4.0,EDUCATION,B,16825,11.47,1,0.52,N,9
24,29840,RENT,6.0,EDUCATION,B,4900,12.69,1,0.16,N,2
34,43690,RENT,3.0,EDUCATION,B,25025,10.19,1,0.57,N,5
29,55020,RENT,0.0,EDUCATION,B,17975,11.07,1,0.33,N,6
22,28940,RENT,1.0,EDUCATION,B,12100,,1,0.42,N,3
27,55720,RENT,3.0,EDUCATION,B,24575,10.98,1,0.44,N,2
24,67680,RENT,7.0,EDUCATION,B,22625,,1,0.33,N,4
26,51170,RENT,2.0,EDUCATION,B,24050,9.6,1,0.47,N,4
26,48760,RENT,2.0,EDUCATION,B,25625,9.76,1,0.53,N,4
33,43790,RENT,3.0,EDUCATION,B,13825,,1,0.32,N,6
43,37500,RENT,3.0,EDUCATION,B,4650,11.1,1,0.12,N,12
23,30040,RENT,5.0,EDUCATION,B,11825,,1,0.39,N,3
24,38810,RENT,5.0,EDUCATION,B,9725,9.89,1,0.25,N,2
22,58100,RENT,2.0,EDUCATION,B,22050,9.81,1,0.38,N,4
25,42480,RENT,6.0,EDUCATION,B,18325,12.42,1,0.43,N,4
36,117870,RENT,16.0,EDUCATION,B,7825,10.43,1,0.07,N,15
22,24790,RENT,6.0,EDUCATION,B,7375,11.22,1,0.3,N,2
37,34020,RENT,3.0,EDUCATION,B,11375,11.38,1,0.33,N,13
41,54210,RENT,5.0,EDUCATION,B,21450,10.93,1,0.4,N,15
33,80760,RENT,4.0,EDUCATION,B,14850,11.07,1,0.18,N,7
24,23980,RENT,2.0,EDUCATION,B,10150,11.42,1,0.42,N,4
24,71930,RENT,8.0,EDUCATION,B,24575,11.02,1,0.34,N,4
26,77390,RENT,9.0,EDUCATION,B,34775,12.42,1,0.45,N,3
22,43680,RENT,6.0,EDUCATION,B,12000,10.8,1,0.27,N,4
24,18400,RENT,0.0,EDUCATION,B,5875,10.51,1,0.32,N,3
27,26380,RENT,9.0,EDUCATION,B,9875,10.38,1,0.37,N,9
21,29030,RENT,1.0,EDUCATION,B,9575,10.31,1,0.33,N,3
44,45410,RENT,3.0,EDUCATION,B,3525,10.49,1,0.08,N,14
24,15810,RENT,0.0,EDUCATION,B,5400,10.38,1,0.34,N,3
22,29300,RENT,2.0,EDUCATION,B,10950,10.01,1,0.37,N,3
33,33010,RENT,4.0,EDUCATION,B,12550,9.88,1,0.38,N,6
23,51420,RENT,3.0,EDUCATION,B,15400,11.49,1,0.3,N,4
32,59360,RENT,6.0,EDUCATION,B,3600,,1,0.06,N,9
30,49850,RENT,12.0,EDUCATION,B,5425,10.64,1,0.11,N,10
23,56490,RENT,4.0,EDUCATION,B,27925,11.47,1,0.49,N,3
22,28630,RENT,4.0,EDUCATION,B,12500,10.81,1,0.44,N,3
37,33790,RENT,3.0,EDUCATION,B,12950,11.4,1,0.38,N,11
23,42130,RENT,7.0,EDUCATION,B,1750,10.01,1,0.04,N,4
27,33520,RENT,4.0,EDUCATION,B,11275,,1,0.34,N,8
23,82140,RENT,6.0,EDUCATION,B,25200,11.06,1,0.31,N,3
27,30260,RENT,4.0,EDUCATION,B,10025,,1,0.33,N,9
22,51680,RENT,6.0,EDUCATION,B,9875,11.48,1,0.19,N,4
23,43170,RENT,7.0,EDUCATION,B,725,10.03,1,0.02,N,4
34,28180,RENT,3.0,EDUCATION,B,12550,10.01,1,0.45,N,5
43,32790,RENT,4.0,EDUCATION,B,2075,11.14,1,0.06,N,11
39,41280,RENT,4.0,EDUCATION,B,18150,12.18,1,0.44,N,18
22,32610,RENT,5.0,EDUCATION,B,13300,11.84,1,0.41,N,4
22,25970,RENT,2.0,EDUCATION,B,8450,12.25,1,0.33,N,3
45,57570,RENT,4.0,EDUCATION,B,23550,9.97,1,0.41,N,14
22,70750,RENT,6.0,EDUCATION,B,22425,9.63,1,0.32,N,2
24,15540,RENT,2.0,EDUCATION,B,6275,10.15,1,0.4,N,3
30,10580,RENT,2.0,EDUCATION,B,2400,11.76,1,0.23,N,9
24,13320,RENT,2.0,EDUCATION,B,5775,9.94,1,0.43,N,3
21,28330,RENT,4.0,EDUCATION,B,9950,,1,0.35,N,2
23,39280,RENT,6.0,EDUCATION,B,14575,,1,0.37,N,3
21,25170,RENT,0.0,EDUCATION,B,8150,12.2,1,0.32,N,4
24,45270,RENT,3.0,EDUCATION,B,13975,11.58,1,0.31,N,3
29,24620,RENT,13.0,EDUCATION,B,6125,11.15,1,0.25,N,10
24,75530,RENT,4.0,EDUCATION,B,23325,10.39,1,0.31,N,4
25,29510,RENT,2.0,EDUCATION,B,4525,12.55,1,0.15,N,3
32,37230,RENT,2.0,EDUCATION,B,13650,12.65,1,0.37,N,6
23,14050,RENT,1.0,EDUCATION,B,4975,11.19,1,0.35,N,2
22,28620,RENT,6.0,EDUCATION,B,7050,,1,0.25,N,4
22,33630,RENT,6.0,EDUCATION,B,12425,10.84,1,0.37,N,2
25,64640,RENT,2.0,EDUCATION,B,18650,10.92,1,0.29,N,2
36,19440,RENT,1.0,EDUCATION,B,4700,10.36,1,0.24,N,15
31,36850,RENT,1.0,EDUCATION,B,11650,12.0,1,0.32,N,7
30,47200,RENT,14.0,EDUCATION,B,5475,10.8,1,0.12,N,10
22,28420,RENT,4.0,EDUCATION,B,9800,11.93,1,0.34,N,2
30,37990,RENT,5.0,EDUCATION,B,12075,10.9,1,0.32,N,6
29,31180,RENT,2.0,EDUCATION,B,7600,11.79,1,0.24,N,11
24,28730,RENT,6.0,EDUCATION,B,5575,12.67,1,0.19,N,2
26,30570,RENT,4.0,EDUCATION,B,10100,10.75,1,0.33,N,10
23,37960,RENT,7.0,EDUCATION,B,1250,10.22,1,0.03,N,4
26,27730,RENT,2.0,EDUCATION,B,14725,9.75,1,0.53,N,4
24,64390,RENT,8.0,EDUCATION,B,9250,9.64,1,0.14,N,4
24,19390,RENT,0.0,EDUCATION,B,6350,10.63,1,0.33,N,3
36,60040,RENT,2.0,EDUCATION,B,14825,11.69,1,0.25,N,13
33,31300,RENT,3.0,EDUCATION,B,12025,10.0,1,0.38,N,5
22,14220,RENT,5.0,EDUCATION,B,5175,10.14,1,0.36,N,4
46,42800,RENT,3.0,EDUCATION,B,5050,10.45,1,0.12,N,15
27,41390,RENT,5.0,EDUCATION,B,13750,,1,0.33,N,5
29,55090,RENT,0.0,EDUCATION,B,17525,10.97,1,0.32,N,6
37,105630,RENT,16.0,EDUCATION,B,7900,10.53,1,0.07,N,13
23,48770,RENT,0.0,EDUCATION,B,19450,12.69,1,0.4,N,2
27,45810,RENT,1.0,EDUCATION,B,13975,9.65,1,0.31,N,9
27,10830,RENT,4.0,EDUCATION,B,10000,10.81,1,0.92,N,11
24,47640,RENT,6.0,EDUCATION,B,20075,10.67,1,0.42,N,2
25,42980,RENT,4.0,EDUCATION,B,16200,9.95,1,0.38,N,4
22,41250,RENT,6.0,EDUCATION,B,14125,11.02,1,0.34,N,4
26,40560,RENT,3.0,EDUCATION,B,13400,9.81,1,0.33,N,2
23,27800,RENT,2.0,EDUCATION,B,8400,11.89,1,0.3,N,2
34,37950,RENT,2.0,EDUCATION,B,25400,10.25,1,0.67,N,5
38,44850,RENT,14.0,EDUCATION,B,23975,10.5,1,0.53,N,10
26,57760,RENT,7.0,EDUCATION,B,19600,12.08,1,0.34,N,4
21,29410,RENT,3.0,EDUCATION,B,7775,10.88,1,0.26,N,2
30,7720,RENT,2.0,EDUCATION,B,3050,11.86,1,0.4,N,10
21,29530,RENT,1.0,EDUCATION,B,9800,10.47,1,0.33,N,3
30,74380,RENT,2.0,EDUCATION,B,23075,11.98,1,0.31,N,6
21,37980,RENT,5.0,EDUCATION,B,12225,10.24,1,0.32,N,4
24,29390,RENT,2.0,EDUCATION,B,2625,,1,0.09,N,3
23,39490,RENT,2.0,EDUCATION,B,17150,9.33,1,0.43,N,4
22,32500,RENT,2.0,EDUCATION,B,2050,12.5,1,0.06,N,2
23,35080,RENT,6.0,EDUCATION,B,17325,,1,0.49,N,3
25,4960,RENT,0.0,EDUCATION,B,1350,9.68,1,0.27,N,4
27,52100,RENT,10.0,EDUCATION,B,14675,10.24,1,0.28,N,2
22,68830,RENT,6.0,EDUCATION,B,22225,9.73,1,0.32,N,2
27,29430,RENT,5.0,EDUCATION,B,11950,11.35,1,0.41,N,9
22,21010,RENT,3.0,EDUCATION,B,2050,10.72,1,0.1,N,3
22,29640,RENT,4.0,EDUCATION,B,11925,10.63,1,0.4,N,3
22,40480,RENT,1.0,EDUCATION,B,15850,8.91,1,0.39,N,3
23,20660,RENT,3.0,EDUCATION,B,500,10.58,1,0.02,N,2
32,31880,RENT,0.0,EDUCATION,B,5375,11.59,1,0.17,N,8
23,73630,RENT,7.0,EDUCATION,B,8975,9.75,1,0.12,N,4
34,29670,RENT,0.0,EDUCATION,B,9175,12.69,1,0.31,N,5
22,17800,RENT,,EDUCATION,B,3725,,1,0.21,N,3
24,25070,RENT,4.0,EDUCATION,B,10350,10.04,1,0.41,N,3
26,30080,RENT,,EDUCATION,B,4575,11.61,1,0.15,N,2
29,55640,RENT,3.0,EDUCATION,B,7775,10.98,1,0.14,N,9
30,36390,RENT,,EDUCATION,B,11775,11.04,1,0.32,N,7
23,42660,RENT,7.0,EDUCATION,B,1575,10.05,1,0.04,N,4
21,36020,RENT,5.0,EDUCATION,B,11725,10.32,1,0.33,N,4
23,53720,RENT,4.0,EDUCATION,B,24050,11.36,1,0.45,N,3
29,58380,RENT,0.0,EDUCATION,B,22250,10.01,1,0.38,N,11
37,16570,RENT,3.0,EDUCATION,B,3925,9.92,1,0.24,N,14
42,24840,RENT,8.0,EDUCATION,B,8200,,1,0.33,N,13
22,21690,RENT,4.0,EDUCATION,B,8075,11.56,1,0.37,N,4
23,45360,RENT,4.0,EDUCATION,B,14100,11.06,1,0.31,N,3
23,87730,RENT,7.0,EDUCATION,B,23075,10.96,1,0.26,N,3
33,31850,RENT,14.0,EDUCATION,B,7800,11.9,1,0.24,N,5
26,23940,RENT,10.0,EDUCATION,B,19700,9.82,1,0.82,N,2
23,28690,RENT,4.0,EDUCATION,B,9250,,1,0.32,N,4
34,28680,RENT,9.0,EDUCATION,B,9475,11.81,1,0.33,N,5
25,52100,RENT,1.0,EDUCATION,B,19450,11.35,1,0.37,N,4
24,50440,RENT,3.0,EDUCATION,B,14400,11.54,1,0.29,N,3
43,22610,RENT,6.0,EDUCATION,B,9925,10.95,1,0.44,N,17
27,34590,RENT,9.0,EDUCATION,B,11500,10.99,1,0.33,N,3
25,80590,RENT,5.0,EDUCATION,B,15100,12.26,1,0.19,N,3
41,48720,RENT,3.0,EDUCATION,B,5200,,1,0.11,N,14
25,46520,RENT,5.0,EDUCATION,B,21500,11.01,1,0.46,N,2
20,31910,RENT,4.0,EDUCATION,B,11625,10.68,1,0.36,N,4
23,45630,RENT,4.0,EDUCATION,B,14500,10.89,1,0.32,N,2
25,56540,RENT,3.0,EDUCATION,B,22375,10.96,1,0.4,N,2
27,33240,RENT,4.0,EDUCATION,B,10375,10.76,1,0.31,N,9
22,27580,RENT,2.0,EDUCATION,B,10375,9.96,1,0.38,N,3
22,52470,RENT,,EDUCATION,B,4300,10.91,1,0.08,N,2
47,58070,RENT,5.0,EDUCATION,B,26725,9.9,1,0.46,N,14
23,58220,RENT,3.0,EDUCATION,B,5375,11.14,1,0.09,N,3
26,25250,RENT,10.0,EDUCATION,B,19600,10.05,1,0.78,N,2
26,28910,RENT,0.0,EDUCATION,B,7475,9.86,1,0.26,N,2
22,38670,RENT,1.0,EDUCATION,B,11750,11.08,1,0.3,N,3
25,39920,RENT,3.0,EDUCATION,B,16425,11.75,1,0.41,N,4
30,22700,RENT,6.0,EDUCATION,B,3475,12.69,1,0.15,N,5
26,46930,RENT,2.0,EDUCATION,B,24875,9.6,1,0.53,N,4
26,38270,RENT,3.0,EDUCATION,B,14225,9.83,1,0.37,N,2
33,81630,RENT,0.0,DEBTCONSOLIDATION,B,22550,11.6,1,0.28,N,7
24,36050,RENT,1.0,DEBTCONSOLIDATION,B,20325,,1,0.56,N,3
25,21510,RENT,4.0,DEBTCONSOLIDATION,B,3875,10.79,1,0.18,N,2
26,20780,RENT,0.0,DEBTCONSOLIDATION,B,7775,,1,0.37,N,2
35,26790,RENT,4.0,DEBTCONSOLIDATION,B,8550,10.53,1,0.32,N,12
34,28640,RENT,5.0,DEBTCONSOLIDATION,B,9300,10.39,1,0.32,N,5
27,35010,RENT,5.0,DEBTCONSOLIDATION,B,6800,9.37,1,0.19,N,10
30,21050,RENT,1.0,DEBTCONSOLIDATION,B,500,11.82,1,0.02,N,8
22,77440,RENT,6.0,DEBTCONSOLIDATION,B,22625,,1,0.29,N,3
33,74440,RENT,9.0,DEBTCONSOLIDATION,B,25675,10.38,1,0.34,N,8
23,9010,RENT,3.0,DEBTCONSOLIDATION,B,2600,10.6,1,0.29,N,3
24,39630,RENT,4.0,DEBTCONSOLIDATION,B,12225,11.42,1,0.31,N,4
21,33180,RENT,1.0,DEBTCONSOLIDATION,B,10225,9.79,1,0.31,N,5
23,56460,RENT,6.0,DEBTCONSOLIDATION,B,24500,10.17,1,0.43,N,4
22,56090,RENT,4.0,DEBTCONSOLIDATION,B,23250,,1,0.41,N,4
23,20100,RENT,5.0,DEBTCONSOLIDATION,B,2875,10.41,1,0.14,N,4
27,48740,RENT,2.0,DEBTCONSOLIDATION,B,17225,12.22,1,0.35,N,8
22,20160,RENT,1.0,DEBTCONSOLIDATION,B,6500,11.19,1,0.32,N,2
44,34620,RENT,4.0,DEBTCONSOLIDATION,B,10875,10.83,1,0.31,N,12
34,25680,RENT,5.0,DEBTCONSOLIDATION,B,13600,10.02,1,0.53,N,7
37,51850,RENT,20.0,DEBTCONSOLIDATION,B,28100,,1,0.54,N,14
29,24140,RENT,0.0,DEBTCONSOLIDATION,B,1550,,1,0.06,N,9
22,43050,RENT,6.0,DEBTCONSOLIDATION,B,4775,11.1,1,0.11,N,3
23,41100,RENT,7.0,DEBTCONSOLIDATION,B,15125,11.8,1,0.37,N,2
22,50670,RENT,6.0,DEBTCONSOLIDATION,B,15025,12.25,1,0.3,N,4
29,29710,RENT,12.0,DEBTCONSOLIDATION,B,1575,11.47,1,0.05,N,8
21,17040,RENT,4.0,DEBTCONSOLIDATION,B,6900,10.6,1,0.4,N,2
28,28170,RENT,2.0,DEBTCONSOLIDATION,B,5850,11.52,1,0.21,N,10
25,106800,RENT,7.0,DEBTCONSOLIDATION,B,14100,11.88,1,0.13,N,4
33,27790,RENT,3.0,DEBTCONSOLIDATION,B,11775,9.77,1,0.42,N,8
27,29670,RENT,11.0,DEBTCONSOLIDATION,B,15925,11.13,1,0.54,N,6
23,35460,RENT,3.0,DEBTCONSOLIDATION,B,12575,9.87,1,0.35,N,4
26,23310,RENT,3.0,DEBTCONSOLIDATION,B,11150,10.35,1,0.48,N,10
24,48350,RENT,4.0,DEBTCONSOLIDATION,B,15300,11.6,1,0.32,N,3
24,31180,RENT,7.0,DEBTCONSOLIDATION,B,10275,10.22,1,0.33,N,4
38,48550,RENT,18.0,DEBTCONSOLIDATION,B,26100,10.2,1,0.54,N,14
21,46270,RENT,3.0,DEBTCONSOLIDATION,B,17500,9.9,1,0.38,N,2
21,43750,RENT,3.0,DEBTCONSOLIDATION,B,17925,10.02,1,0.41,N,2
25,79400,RENT,8.0,DEBTCONSOLIDATION,B,25350,10.38,1,0.32,N,2
22,35210,RENT,6.0,DEBTCONSOLIDATION,B,13350,11.05,1,0.38,N,4
27,48930,RENT,11.0,DEBTCONSOLIDATION,B,25800,11.31,1,0.53,N,5
26,25910,RENT,3.0,DEBTCONSOLIDATION,B,10125,10.41,1,0.39,N,5
59,12520,RENT,4.0,DEBTCONSOLIDATION,B,3575,11.01,1,0.29,N,27
26,67290,RENT,5.0,DEBTCONSOLIDATION,B,13050,12.65,1,0.19,N,9
23,59690,RENT,6.0,DEBTCONSOLIDATION,B,21850,10.42,1,0.37,N,4
28,34170,RENT,0.0,DEBTCONSOLIDATION,B,10850,12.42,1,0.32,N,6
29,51900,RENT,0.0,DEBTCONSOLIDATION,B,4500,11.7,1,0.09,N,8
28,74150,RENT,3.0,DEBTCONSOLIDATION,B,8400,11.17,1,0.11,N,5
22,47630,RENT,6.0,DEBTCONSOLIDATION,B,17750,,1,0.37,N,3
31,54860,RENT,15.0,DEBTCONSOLIDATION,B,14575,12.04,1,0.27,N,7
29,55610,RENT,0.0,DEBTCONSOLIDATION,B,3375,11.45,1,0.06,N,7
21,30650,RENT,5.0,DEBTCONSOLIDATION,B,3850,10.44,1,0.13,N,3
27,17320,RENT,3.0,DEBTCONSOLIDATION,B,6225,12.01,1,0.36,N,8
22,44750,RENT,6.0,DEBTCONSOLIDATION,B,17625,10.33,1,0.39,N,4
21,49470,RENT,3.0,DEBTCONSOLIDATION,B,17575,10.02,1,0.36,N,2
27,42180,RENT,0.0,DEBTCONSOLIDATION,B,13500,9.96,1,0.32,N,5
29,61520,RENT,6.0,DEBTCONSOLIDATION,B,11575,,1,0.19,N,8
23,16700,RENT,,DEBTCONSOLIDATION,B,4475,,1,0.27,N,3
26,19440,RENT,0.0,DEBTCONSOLIDATION,B,4075,12.6,1,0.21,N,5
28,37140,RENT,6.0,DEBTCONSOLIDATION,B,4750,,1,0.13,N,10
29,40180,RENT,11.0,DEBTCONSOLIDATION,B,16350,11.68,1,0.41,N,6
26,72810,RENT,1.0,DEBTCONSOLIDATION,B,15750,12.49,1,0.22,N,3
24,51820,RENT,3.0,DEBTCONSOLIDATION,B,15675,,1,0.3,N,4
41,54970,RENT,3.0,DEBTCONSOLIDATION,B,21175,10.93,1,0.39,N,17
28,45910,RENT,11.0,DEBTCONSOLIDATION,B,15175,11.25,1,0.33,N,7
23,47020,RENT,4.0,DEBTCONSOLIDATION,B,15200,11.52,1,0.32,N,3
50,30210,RENT,5.0,DEBTCONSOLIDATION,B,7750,12.18,1,0.26,N,12
34,47610,RENT,11.0,DEBTCONSOLIDATION,B,24500,9.65,1,0.51,N,9
26,30100,RENT,4.0,DEBTCONSOLIDATION,B,8625,11.53,1,0.29,N,3
22,35650,RENT,5.0,DEBTCONSOLIDATION,B,12675,11.86,1,0.36,N,4
33,11400,RENT,0.0,DEBTCONSOLIDATION,B,1300,11.45,1,0.11,N,8
32,35930,RENT,0.0,DEBTCONSOLIDATION,B,1900,10.11,1,0.05,N,10
29,52650,RENT,5.0,DEBTCONSOLIDATION,B,15775,12.09,1,0.3,N,11
21,47090,RENT,0.0,DEBTCONSOLIDATION,B,16875,10.32,1,0.36,N,2
22,23030,RENT,4.0,DEBTCONSOLIDATION,B,7425,9.51,1,0.32,N,3
38,23710,RENT,5.0,DEBTCONSOLIDATION,B,10000,9.58,1,0.42,N,13
22,23440,RENT,,DEBTCONSOLIDATION,B,7225,10.12,1,0.31,N,3
21,31550,RENT,5.0,DEBTCONSOLIDATION,B,11700,10.04,1,0.37,N,3
28,35230,RENT,6.0,DEBTCONSOLIDATION,B,5050,9.6,1,0.14,N,9
24,13620,RENT,4.0,DEBTCONSOLIDATION,B,925,10.02,1,0.07,N,4
25,70570,RENT,8.0,DEBTCONSOLIDATION,B,23775,,1,0.34,N,2
21,29330,RENT,0.0,DEBTCONSOLIDATION,B,8025,11.68,1,0.27,N,4
23,31170,RENT,7.0,DEBTCONSOLIDATION,B,10350,10.51,1,0.33,N,3
24,11760,RENT,2.0,DEBTCONSOLIDATION,B,500,10.19,1,0.04,N,2
22,35990,RENT,5.0,DEBTCONSOLIDATION,B,12825,11.83,1,0.36,N,4
23,47460,RENT,2.0,DEBTCONSOLIDATION,B,15500,10.86,1,0.33,N,3
24,48240,RENT,6.0,DEBTCONSOLIDATION,B,16850,10.76,1,0.35,N,3
36,49220,RENT,0.0,DEBTCONSOLIDATION,B,14475,10.96,1,0.29,N,10
24,6540,RENT,2.0,DEBTCONSOLIDATION,B,2000,10.07,1,0.31,N,2
23,56620,RENT,5.0,DEBTCONSOLIDATION,B,21025,12.69,1,0.37,N,2
23,7670,RENT,3.0,DEBTCONSOLIDATION,B,5300,,1,0.69,N,2
24,17010,RENT,4.0,DEBTCONSOLIDATION,B,4175,,1,0.25,N,2
24,46420,RENT,4.0,DEBTCONSOLIDATION,B,15325,11.45,1,0.33,N,3
35,49300,RENT,0.0,DEBTCONSOLIDATION,B,16025,11.0,1,0.33,N,9
32,184540,RENT,15.0,DEBTCONSOLIDATION,B,25275,10.57,1,0.14,N,5
24,113140,RENT,0.0,DEBTCONSOLIDATION,B,4400,10.55,1,0.04,N,3
22,43800,RENT,0.0,DEBTCONSOLIDATION,B,14925,10.12,1,0.34,N,3
21,23690,RENT,2.0,DEBTCONSOLIDATION,B,6750,10.27,1,0.28,N,3
